"","Date","Date_Exposed","DAE","Pool","Pool_Endo","Group","Endophyte","Distance","Plant","Leaf","Dam","Rhiz","Coll","Pucc","Sept"
"9071","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",24,227,6,"D",0,0,0,1
"9072","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",24,227,7,"D",1,0,0,0
"9073","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,1,"ND",0,0,0,0
"9074","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,2,"D",1,0,1,0
"9075","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,3,"D",1,0,1,1
"9076","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,4,"D",0,0,0,0
"9077","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,5,"ND",0,0,0,0
"9078","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,6,"ND",0,0,0,1
"9079","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,122,7,"D",0,0,1,0
"9080","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,1,"ND",0,0,0,0
"9081","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,2,"ND",0,0,0,0
"9082","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,3,"D",0,0,1,0
"9083","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,4,"ND",0,0,0,1
"9084","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,5,"D",0,0,0,0
"9085","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,6,"ND",0,0,0,0
"9086","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,168,7,"ND",0,0,0,0
"9087","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,1,"D",1,0,0,0
"9088","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,2,"ND",0,0,0,0
"9089","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,3,"D",1,0,0,1
"9090","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,4,"D",0,0,0,0
"9091","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,5,"D",1,0,0,0
"9092","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,6,"D",0,0,1,0
"9093","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,4,7,"ND",0,0,0,0
"9094","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,1,"ND",0,0,0,1
"9095","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,2,"D",0,0,0,0
"9096","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,3,"D",1,0,1,0
"9097","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,4,"D",0,0,1,0
"9098","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,5,"ND",0,0,0,0
"9099","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,6,"D",1,0,0,1
"9100","8/24/18","8/10/18",14,22,"Endo_Inoc","Exp","Inoculated",36,84,7,"D",0,0,0,0
"9101","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,1,"D",1,0,1,0
"9102","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,2,"D",1,0,0,0
"9103","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,3,"D",1,0,1,0
"9104","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,4,"D",1,0,0,0
"9105","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,5,"ND",0,0,0,1
"9106","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,6,"D",1,0,1,0
"9107","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Free",0,329,7,"ND",0,0,0,0
"9108","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,1,"D",0,0,1,0
"9109","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,2,"ND",0,0,0,0
"9110","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,3,"ND",0,0,0,0
"9111","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,4,"ND",0,0,0,0
"9112","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,5,"ND",0,0,0,0
"9113","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,6,"ND",0,0,0,1
"9114","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,278,7,"D",0,0,0,1
"9115","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,1,"D",0,0,0,1
"9116","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,2,"D",0,0,0,0
"9117","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,3,"D",1,0,0,0
"9118","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,4,"D",1,0,0,0
"9119","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,5,"ND",0,0,0,0
"9120","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,6,"D",1,0,0,0
"9121","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,49,7,"D",1,0,0,0
"9122","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,1,"ND",0,0,0,0
"9123","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,2,"ND",0,0,0,0
"9124","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,3,"D",0,0,1,1
"9125","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,4,"D",0,0,0,0
"9126","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,5,"D",0,0,1,0
"9127","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,6,"D",1,0,0,0
"9128","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",12,229,7,"ND",0,0,0,0
"9129","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,1,"D",1,0,1,0
"9130","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,2,"ND",0,0,0,1
"9131","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,3,"D",0,0,0,1
"9132","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,4,"D",0,0,0,0
"9133","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,5,"D",1,0,0,0
"9134","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,6,"ND",0,0,0,0
"9135","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",12,12,7,"ND",0,0,0,0
"9136","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,1,"D",1,0,0,0
"9137","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,2,"D",1,0,0,0
"9138","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,3,"ND",0,0,0,0
"9139","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,4,"D",1,0,1,1
"9140","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,5,"D",0,0,0,0
"9141","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,6,"D",1,0,0,1
"9142","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,22,7,"D",1,0,0,0
"9143","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,1,"ND",0,0,0,0
"9144","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,2,"D",1,0,0,1
"9145","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,3,"D",0,0,0,0
"9146","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,4,"ND",0,0,0,0
"9147","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,5,"D",1,0,1,0
"9148","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,6,"ND",0,0,0,0
"9149","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,282,7,"D",0,0,1,0
"9150","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,1,"ND",0,0,0,0
"9151","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,2,"ND",0,0,0,0
"9152","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,3,"D",1,0,0,0
"9153","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,4,"D",0,0,1,0
"9154","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,5,"ND",0,0,0,1
"9155","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,6,"D",1,0,0,0
"9156","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,225,7,"ND",0,0,0,0
"9157","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,1,"ND",0,0,0,0
"9158","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,2,"ND",0,0,0,0
"9159","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,3,"D",0,0,1,0
"9160","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,4,"ND",0,0,0,0
"9161","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,5,"D",0,0,1,0
"9162","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,6,"D",0,0,0,0
"9163","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",24,8,7,"ND",0,0,0,0
"9164","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,1,"ND",0,0,0,0
"9165","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,2,"ND",0,0,0,1
"9166","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,3,"D",1,0,0,0
"9167","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,4,"ND",0,0,0,0
"9168","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,5,"ND",0,0,0,0
"9169","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,6,"ND",0,0,0,0
"9170","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Confirmed",36,60,7,"D",1,0,1,0
"9171","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,1,"D",1,0,0,0
"9172","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,2,"D",0,0,1,0
"9173","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,3,"D",0,0,1,0
"9174","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,4,"D",1,0,0,1
"9175","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,5,"D",0,0,0,0
"9176","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,6,"ND",0,0,0,1
"9177","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,241,7,"D",0,0,0,0
"9178","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,1,"ND",0,0,0,0
"9179","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,2,"D",1,0,0,0
"9180","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,3,"D",1,0,0,0
"9181","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,4,"D",1,0,0,0
"9182","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,5,"ND",0,0,0,0
"9183","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,6,"ND",0,0,0,0
"9184","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,65,7,"D",0,0,1,0
"9185","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,1,"D",1,0,0,1
"9186","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,2,"D",0,0,0,0
"9187","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,3,"D",1,0,0,0
"9188","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,4,"ND",0,0,0,0
"9189","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,5,"D",0,0,1,0
"9190","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,6,"D",1,0,0,0
"9191","8/24/18","8/10/18",14,23,"Endo_Inoc","Exp","Inoculated",36,222,7,"ND",0,0,0,0
"9192","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,1,"D",0,0,1,0
"9193","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,2,"ND",0,0,0,0
"9194","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,3,"D",1,0,1,0
"9195","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,4,"ND",0,0,0,0
"9196","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,5,"D",1,0,0,0
"9197","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,6,"ND",0,0,0,0
"9198","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",0,392,7,"D",1,0,1,1
"9199","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,1,"D",0,0,0,0
"9200","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,2,"D",0,0,1,0
"9201","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,3,"ND",0,0,0,0
"9202","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,4,"D",0,0,1,0
"9203","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,5,"ND",0,0,0,0
"9204","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,6,"D",0,0,1,0
"9205","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,400,7,"D",1,0,0,0
"9206","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,1,"D",1,0,0,0
"9207","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,2,"ND",0,0,0,0
"9208","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,3,"ND",0,0,0,0
"9209","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,4,"ND",0,0,0,0
"9210","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,5,"ND",0,0,0,0
"9211","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,6,"D",1,0,0,0
"9212","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,319,7,"ND",0,0,0,0
"9213","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,1,"ND",0,0,0,0
"9214","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,2,"ND",0,0,0,1
"9215","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,3,"D",1,0,1,0
"9216","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,4,"D",0,0,1,0
"9217","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,5,"D",0,0,1,0
"9218","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,6,"ND",0,0,0,0
"9219","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,387,7,"D",1,0,0,0
"9220","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,1,"D",1,0,0,0
"9221","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,2,"ND",0,0,0,0
"9222","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,3,"D",1,0,0,0
"9223","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,4,"D",1,0,1,0
"9224","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,5,"ND",0,0,0,0
"9225","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,6,"D",1,0,0,0
"9226","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",12,431,7,"ND",0,0,0,0
"9227","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,1,"ND",0,0,0,0
"9228","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,2,"ND",0,0,0,0
"9229","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,3,"ND",0,0,0,0
"9230","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,4,"D",0,0,1,0
"9231","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,5,"ND",0,0,0,0
"9232","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,6,"ND",0,0,0,0
"9233","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,496,7,"D",0,0,0,0
"9234","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,1,"ND",0,0,0,0
"9235","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,2,"D",0,0,1,1
"9236","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,3,"D",0,0,1,0
"9237","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,4,"D",0,0,1,0
"9238","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,5,"ND",0,0,0,0
"9239","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,6,"ND",0,0,0,0
"9240","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,413,7,"D",0,0,0,0
"9241","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,1,"D",0,0,1,0
"9242","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,2,"ND",0,0,0,0
"9243","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,3,"ND",0,0,0,0
"9244","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,4,"D",1,0,0,0
"9245","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,5,"ND",0,0,0,0
"9246","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,6,"D",1,0,1,0
"9247","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,472,7,"ND",0,0,0,0
"9248","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,1,"D",1,0,0,1
"9249","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,2,"D",0,0,1,0
"9250","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,3,"ND",0,0,0,0
"9251","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,4,"ND",0,0,0,0
"9252","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,5,"ND",0,0,0,0
"9253","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,6,"ND",0,0,0,0
"9254","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",24,403,7,"D",1,0,0,0
"9255","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,1,"ND",0,0,0,1
"9256","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,2,"D",0,0,1,1
"9257","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,3,"D",0,0,1,0
"9258","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,4,"ND",0,0,0,0
"9259","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,5,"ND",0,0,0,0
"9260","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,6,"D",0,0,1,0
"9261","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,478,7,"ND",0,0,0,0
"9262","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,1,"ND",0,0,0,0
"9263","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,2,"D",1,0,0,0
"9264","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,3,"D",1,0,1,0
"9265","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,4,"D",1,0,1,0
"9266","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,5,"D",0,0,1,0
"9267","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,6,"D",1,0,0,0
"9268","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,446,7,"D",1,0,1,0
"9269","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,1,"D",0,0,1,0
"9270","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,2,"ND",0,0,0,0
"9271","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,3,"ND",0,0,0,0
"9272","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,4,"D",0,0,1,0
"9273","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,5,"ND",0,0,0,0
"9274","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,6,"D",0,0,1,0
"9275","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,486,7,"D",0,0,1,0
"9276","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,1,"ND",0,0,0,0
"9277","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,2,"D",1,0,1,0
"9278","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,3,"D",1,0,0,0
"9279","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,4,"D",0,0,1,0
"9280","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,5,"ND",0,0,0,0
"9281","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,6,"D",0,0,1,0
"9282","8/24/18","8/10/18",14,24,"Endo_Free","Exp","Free",36,427,7,"ND",0,0,0,0
"9283","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,1,"D",1,0,1,0
"9284","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,2,"D",1,0,1,0
"9285","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,3,"ND",0,0,0,0
"9286","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,4,"ND",0,0,0,0
"9287","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,5,"D",0,0,1,0
"9288","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,6,"D",1,0,0,0
"9289","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",0,398,7,"D",1,0,1,0
"9290","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,1,"D",0,0,1,0
"9291","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,2,"D",1,0,0,0
"9292","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,3,"ND",0,0,0,0
"9293","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,4,"ND",0,0,0,0
"9294","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,5,"D",0,0,0,0
"9295","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,6,"ND",0,0,0,1
"9296","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,335,7,"D",0,0,0,0
"9297","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,1,"ND",0,0,0,0
"9298","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,2,"D",0,0,1,0
"9299","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,3,"D",0,0,1,0
"9300","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,4,"ND",0,0,0,0
"9301","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,5,"ND",0,0,0,0
"9302","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,6,"D",0,0,1,0
"9303","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,484,7,"D",1,0,0,0
"9304","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,1,"ND",0,0,0,0
"9305","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,2,"D",1,0,0,0
"9306","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,3,"ND",0,0,0,0
"9307","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,4,"ND",0,0,0,0
"9308","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,5,"ND",0,0,0,0
"9309","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,6,"ND",0,0,0,0
"9310","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,305,7,"D",1,0,1,0
"9311","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,1,"D",1,0,0,0
"9312","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,2,"ND",0,0,0,0
"9313","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,3,"ND",0,0,0,0
"9314","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,4,"D",1,0,0,0
"9315","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,5,"ND",0,0,0,0
"9316","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,6,"D",1,0,0,0
"9317","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",12,356,7,"ND",0,0,0,0
"9318","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,1,"ND",0,0,0,0
"9319","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,2,"ND",0,0,0,0
"9320","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,3,"D",0,0,1,0
"9321","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,4,"D",1,0,0,0
"9322","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,5,"ND",0,0,0,0
"9323","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,6,"ND",0,0,0,0
"9324","8/24/18","8/10/18",14,25,"Endo_Free","Exp","Free",24,399,7,"D",1,0,1,0
