"","Date","Date_Exposed","DAE","Pool","Pool_Endo","Group","Endophyte","Distance","Plant","Leaf","Dam","Rhiz","Coll","Pucc","Sept"
"5515","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,449,6,"ND",0,0,0,0
"5516","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,449,7,"ND",0,0,0,0
"5517","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,1,"ND",0,0,0,0
"5518","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,2,"ND",0,0,0,0
"5519","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,3,"ND",0,0,0,0
"5520","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,4,"ND",0,0,0,0
"5521","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,5,"ND",0,0,0,0
"5522","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,6,"D",0,0,1,0
"5523","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",24,397,7,"ND",0,0,0,0
"5524","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,1,"ND",0,0,0,0
"5525","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,2,"ND",0,0,0,0
"5526","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,3,"ND",0,0,0,0
"5527","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,4,"D",0,0,1,0
"5528","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,5,"ND",0,0,0,1
"5529","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,6,"D",0,0,0,0
"5530","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,476,7,"D",0,0,1,0
"5531","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,1,"ND",0,0,0,1
"5532","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,2,"D",0,0,0,0
"5533","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,3,"D",1,0,0,1
"5534","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,4,"D",0,0,0,0
"5535","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,5,"ND",0,0,0,0
"5536","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,6,"ND",0,0,0,0
"5537","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,495,7,"ND",0,0,0,0
"5538","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,1,"ND",0,0,0,0
"5539","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,2,"ND",0,0,0,0
"5540","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,3,"ND",0,0,0,0
"5541","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,4,"ND",0,0,0,0
"5542","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,5,"ND",0,0,0,0
"5543","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,6,"D",0,0,1,0
"5544","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,416,7,"ND",0,0,0,0
"5545","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,1,"ND",0,0,0,0
"5546","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,2,"ND",0,0,0,0
"5547","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,3,"ND",0,0,0,0
"5548","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,4,"ND",0,0,0,0
"5549","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,5,"ND",0,0,0,0
"5550","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,6,"ND",0,0,0,0
"5551","8/21/18","8/10/18",11,9,"Endo_Free","Exp","Free",36,483,7,"ND",0,0,0,0
"5552","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,1,"D",1,0,0,0
"5553","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,2,"ND",0,0,0,0
"5554","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,3,"D",1,0,0,0
"5555","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,4,"D",1,0,0,0
"5556","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,5,"D",0,0,0,0
"5557","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,6,"D",1,0,0,0
"5558","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",0,358,7,"D",1,0,1,0
"5559","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,1,"ND",0,0,0,0
"5560","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,2,"D",0,0,1,0
"5561","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,3,"ND",0,0,0,0
"5562","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,4,"D",0,0,1,0
"5563","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,5,"ND",0,0,0,0
"5564","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,6,"ND",0,0,0,0
"5565","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,380,7,"D",0,0,1,0
"5566","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,1,"ND",0,0,0,0
"5567","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,2,"ND",0,0,0,0
"5568","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,3,"ND",0,0,0,0
"5569","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,4,"ND",0,0,0,0
"5570","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,5,"D",0,0,1,0
"5571","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,6,"ND",0,0,0,0
"5572","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,466,7,"D",0,0,1,0
"5573","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,1,"D",1,0,0,0
"5574","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,2,"ND",0,0,0,0
"5575","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,3,"ND",0,0,0,0
"5576","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,4,"ND",0,0,0,0
"5577","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,5,"ND",0,0,0,0
"5578","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,6,"ND",0,0,0,0
"5579","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,477,7,"ND",0,0,0,0
"5580","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,1,"ND",0,0,0,0
"5581","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,2,"ND",0,0,0,0
"5582","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,3,"ND",0,0,0,0
"5583","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,4,"ND",0,0,0,0
"5584","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,5,"ND",0,0,0,0
"5585","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,6,"ND",0,0,0,0
"5586","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",12,391,7,"ND",0,0,0,0
"5587","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,1,"ND",0,0,0,0
"5588","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,2,"D",0,0,1,0
"5589","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,3,"ND",0,0,0,0
"5590","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,4,"ND",0,0,0,0
"5591","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,5,"ND",0,0,0,0
"5592","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,6,"D",0,0,1,0
"5593","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,360,7,"ND",0,0,0,0
"5594","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,1,"ND",0,0,0,0
"5595","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,2,"ND",0,0,0,0
"5596","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,3,"ND",0,0,0,0
"5597","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,4,"ND",0,0,0,0
"5598","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,5,"D",0,0,1,0
"5599","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,6,"ND",0,0,0,0
"5600","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,348,7,"ND",0,0,0,0
"5601","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,1,"ND",0,0,0,0
"5602","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,2,"ND",0,0,0,0
"5603","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,3,"ND",0,0,0,0
"5604","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,4,"D",1,0,0,0
"5605","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,5,"ND",0,0,0,0
"5606","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,6,"ND",0,0,0,0
"5607","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,338,7,"ND",0,0,0,0
"5608","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,1,"ND",0,0,0,0
"5609","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,2,"ND",0,0,0,0
"5610","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,3,"ND",0,0,0,0
"5611","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,4,"ND",0,0,0,0
"5612","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,5,"D",1,0,0,0
"5613","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,6,"D",1,0,0,0
"5614","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",24,410,7,"ND",0,0,0,0
"5615","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,1,"D",0,0,1,0
"5616","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,2,"ND",0,0,0,0
"5617","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,3,"ND",0,0,0,0
"5618","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,4,"D",0,0,1,0
"5619","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,5,"ND",0,0,0,0
"5620","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,6,"D",1,0,0,0
"5621","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,445,7,"ND",0,0,0,1
"5622","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,1,"D",0,0,0,0
"5623","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,2,"D",0,0,1,0
"5624","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,3,"D",0,0,1,0
"5625","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,4,"D",0,0,1,0
"5626","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,5,"ND",0,0,0,0
"5627","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,6,"ND",0,0,0,0
"5628","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,306,7,"D",0,0,1,0
"5629","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,1,"ND",0,0,0,0
"5630","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,2,"ND",0,0,0,0
"5631","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,3,"ND",0,0,0,0
"5632","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,4,"ND",0,0,0,0
"5633","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,5,"ND",0,0,0,0
"5634","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,6,"D",0,0,1,0
"5635","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,359,7,"ND",0,0,0,0
"5636","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,1,"D",0,0,1,0
"5637","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,2,"D",0,1,0,0
"5638","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,3,"ND",0,0,0,0
"5639","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,4,"ND",0,0,0,0
"5640","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,5,"ND",0,0,0,0
"5641","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,6,"D",1,0,0,0
"5642","8/21/18","8/10/18",11,10,"Endo_Free","Exp","Free",36,419,7,"ND",0,0,0,0
"5734","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,1,"ND",0,0,0,0
"5735","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,2,"ND",0,0,0,0
"5736","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,3,"ND",0,0,0,0
"5737","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,4,"ND",0,0,0,0
"5738","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,5,"D",1,0,0,0
"5739","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,6,"ND",0,0,0,0
"5740","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Free",0,366,7,"D",1,0,0,0
"5741","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,1,"ND",0,0,0,0
"5742","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,2,"ND",0,0,0,0
"5743","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,3,"D",1,0,0,0
"5744","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,4,"ND",0,0,0,0
"5745","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,5,"ND",0,0,0,1
"5746","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,6,"D",0,0,0,0
"5747","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,95,7,"ND",0,0,0,0
"5748","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,1,"ND",0,0,0,0
"5749","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,2,"D",1,0,0,0
"5750","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,3,"D",0,0,1,0
"5751","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,4,"D",1,0,0,0
"5752","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,5,"D",1,0,0,0
"5753","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,6,"D",0,0,1,0
"5754","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",12,39,7,"D",1,0,0,0
"5755","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,1,"ND",0,0,0,0
"5756","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,2,"ND",0,0,0,0
"5757","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,3,"ND",0,0,0,0
"5758","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,4,"ND",0,0,0,0
"5759","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,5,"ND",0,0,0,0
"5760","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,6,"ND",0,0,0,0
"5761","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,55,7,"ND",0,0,0,0
"5762","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,1,"ND",0,0,0,0
"5763","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,2,"ND",0,0,0,0
"5764","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,3,"ND",0,0,0,0
"5765","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,4,"ND",0,0,0,1
"5766","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,5,"D",0,0,0,0
"5767","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,6,"D",1,0,0,0
"5768","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",12,43,7,"ND",0,0,0,0
"5769","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,1,"ND",0,0,0,0
"5770","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,2,"D",1,0,1,0
"5771","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,3,"ND",0,0,0,1
"5772","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,4,"D",0,0,0,0
"5773","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,5,"ND",0,0,0,0
"5774","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,6,"ND",0,0,0,0
"5775","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,218,7,"ND",0,0,0,0
"5776","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,1,"ND",0,0,0,1
"5777","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,2,"D",0,0,0,0
"5778","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,3,"ND",0,0,0,0
"5779","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,4,"ND",0,0,0,0
"5780","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,5,"D",0,0,1,1
"5781","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,6,"D",0,0,0,0
"5782","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,119,7,"ND",0,0,0,1
"5783","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,1,"D",0,0,1,0
"5784","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,2,"ND",0,0,0,0
"5785","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,3,"D",0,0,1,0
"5786","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,4,"ND",0,0,0,0
"5787","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,5,"ND",0,0,0,1
"5788","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,6,"D",0,0,0,0
"5789","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,249,7,"ND",0,0,0,0
"5790","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,1,"ND",0,0,0,0
"5791","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,2,"ND",0,0,0,0
"5792","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,3,"D",0,0,1,1
"5793","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,4,"D",0,0,0,0
"5794","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,5,"D",1,0,0,0
"5795","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,6,"D",1,0,0,0
"5796","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",24,224,7,"ND",0,0,0,0
"5797","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,1,"ND",0,0,0,0
"5798","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,2,"ND",0,0,0,0
"5799","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,3,"ND",0,0,0,0
"5800","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,4,"ND",0,0,0,0
"5801","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,5,"ND",0,0,0,0
"5802","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,6,"ND",0,0,0,0
"5803","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,287,7,"ND",0,0,0,0
"5804","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,1,"ND",0,0,0,0
"5805","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,2,"ND",0,0,0,0
"5806","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,3,"ND",0,0,0,0
"5807","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,4,"ND",0,0,0,0
"5808","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,5,"D",0,0,1,0
"5809","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,6,"ND",0,0,0,0
"5810","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,199,7,"ND",0,0,0,1
"5811","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,1,"D",0,0,0,0
"5812","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,2,"D",0,0,1,1
"5813","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,3,"D",0,0,0,0
"5814","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,4,"ND",0,0,0,0
"5815","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,5,"ND",0,0,0,0
"5816","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,6,"ND",0,0,0,0
"5817","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Inoculated",36,269,7,"ND",0,0,0,0
"5818","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,1,"ND",0,0,0,0
"5819","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,2,"ND",0,0,0,0
"5820","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,3,"ND",0,0,0,0
"5821","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,4,"D",0,0,1,0
"5822","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,5,"ND",0,0,0,0
"5823","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,6,"ND",0,0,0,1
"5824","8/21/18","8/10/18",11,12,"Endo_Inoc","Exp","Confirmed",36,152,7,"D",0,0,0,0
"5825","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,1,"D",1,0,0,0
"5826","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,2,"ND",0,0,0,0
"5827","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,3,"ND",0,0,0,0
"5828","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,4,"ND",0,0,0,0
"5829","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,5,"D",0,0,1,0
"5830","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,6,"ND",0,0,0,0
"5831","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",0,429,7,"ND",0,0,0,0
"5832","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,1,"ND",0,0,0,0
"5833","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,2,"D",1,0,0,0
"5834","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,3,"ND",0,0,0,0
"5835","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,4,"ND",0,0,0,0
"5836","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,5,"ND",0,0,0,0
"5837","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,6,"ND",0,0,0,0
"5838","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,463,7,"D",1,0,0,0
"5839","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,1,"ND",0,0,0,0
"5840","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,2,"ND",0,0,0,0
"5841","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,3,"D",1,0,0,0
"5842","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,4,"D",0,0,1,0
"5843","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,5,"D",0,0,1,0
"5844","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,6,"ND",0,0,0,0
"5845","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,423,7,"D",0,0,1,0
"5846","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,1,"ND",0,0,0,0
"5847","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,2,"ND",0,0,0,0
"5848","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,3,"ND",0,0,0,0
"5849","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,4,"ND",0,0,0,0
"5850","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,5,"D",0,0,1,0
"5851","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,6,"D",0,0,1,0
"5852","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,457,7,"D",0,0,1,0
"5853","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,1,"D",0,0,1,0
"5854","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,2,"ND",0,0,0,0
"5855","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,3,"D",0,0,1,0
"5856","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,4,"ND",0,0,0,0
"5857","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,5,"D",1,0,0,0
"5858","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,6,"ND",0,0,0,0
"5859","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",12,438,7,"ND",0,0,0,0
"5860","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",24,364,1,"ND",0,0,0,0
"5861","8/21/18","8/10/18",11,13,"Endo_Free","Exp","Free",24,364,2,"ND",0,0,0,0
